Well	Cycle	BLUE	GREEN	YELLOW	RED
B10	15	-3652	-3032	-2263	-2351
B11	15	-3362	-3005	-2475	-2756
B12	15	-4605	-3793	-2834	-2726
C1	15	-4581	-3480	-1176	-1861
C2	15	-5118	-3789	153	-1085
C3	15	-4330	-3345	-888	-1562
C4	15	-5421	-4262	-3355	-3471
C5	15	-4170	-3195	-740	-1233
C6	15	-5671	-4329	-1717	-2457
C7	15	-5408	-4072	-1311	-2004
C8	15	-4842	-3892	-3096	-3241
C9	15	-4930	-3830	-2899	-2905
C10	15	-5140	-4059	-3148	-3255
C11	15	-4731	-3707	-2926	-2925
C12	15	-3997	-3321	-2614	-2654
D1	15	-4986	-3893	-2938	-3067
D2	15	-4234	-3396	-2409	-2549
D3	15	-5069	-4011	-3128	-3255
D4	15	-4200	-3496	-2654	-2834
D5	15	-4861	-3862	-3066	-3189
D6	15	-5156	-4121	-3213	-3308
D7	15	-3943	-3161	-2206	-2331
D8	15	1045	-171	-423	-1005
D9	15	-4584	-3641	-2839	-2861
D10	15	-4487	-3625	-2763	-2888
D11	15	-4596	-3581	-2834	-2883
D12	15	-3688	-3056	-2407	-2520
E1	15	-4657	-3604	-1068	-1814
E2	15	-5084	-3927	-1218	-2005
E3	15	-4536	-3449	-886	-1597
E4	15	-5018	-3971	-3009	-3132
E5	15	-2596	-2319	-46	-792
E6	15	-4350	-3366	-457	-1216
E7	15	-4835	-3715	-1116	-1841
E8	15	-4208	-3447	-2686	-2803
E9	15	-4323	-3398	-2514	-2547
E10	15	-2859	-2443	-1800	-1900
E11	15	-3517	-2949	-2390	-2578
E12	15	-4499	-3635	-2819	-2935
F1	15	-3050	-2224	1265	43
F2	15	-5234	-3751	3551	975
F3	15	-4903	-3730	-306	-1298
F4	15	-1478	-1175	-515	855
F5	15	-5317	-4063	-1301	-2074
F6	15	-4784	-3535	1389	-174
F7	15	-5038	-3855	-933	-1788
F8	15	529	-101	109	-59
F9	15	-4187	-3361	-2607	-2701
F10	15	-2477	-2225	-1697	-1671
F11	15	-4276	-3439	-2641	-2671
F12	15	-1715	-1699	-1330	-1479
G1	15	-4078	-3259	-950	-1641
G2	15	-4319	-3278	-273	-1365
G3	15	-4345	-3357	-729	-1403
G4	15	-5414	-4265	-3289	-3333
G5	15	-4654	-3520	-1017	-1664
G6	15	-4391	-3299	269	-723
G7	15	-4655	-3577	-1019	-1694
G8	15	-4922	-3923	-3119	-3268
G9	15	-6004	-4538	-3479	-3544
G10	15	-4888	-3837	-2864	-2981
G11	15	-5204	-3972	-3110	-3122
G12	15	-4685	-3643	-2850	-2936
H1	15	-2727	-2171	-1675	-1921
H2	15	-1336	-1343	-937	-1228
H3	15	-5256	-3997	-3061	-3134
H4	15	-4899	-3921	-3065	-3170
H5	15	4326	2841	2478	2124
H6	15	-3770	-3095	-2381	-2482
H7	15	-5102	-3942	-2938	-2998
H8	15	-4782	-3731	-2895	-2873
H9	15	-4290	-3445	-2614	-2712
H10	15	-4116	-3292	-2541	-2570
H11	15	-4751	-3734	-2932	-2708
H12	15	-2836	-2271	2175	787
A1	16	-4489	-3462	-1143	-1844
A2	16	-4738	-3633	-886	-1691
A3	16	-4315	-3399	-1136	-1608
A4	16	-5526	-4291	-3333	-3474
A5	16	-4717	-3742	-1202	-1811
A6	16	-4335	-3383	-713	-1357
A7	16	-3953	-3230	-777	-1295
A8	16	-3620	-3062	-2405	-2621
A9	16	-5374	-4149	-3150	-3150
A10	16	-5901	-4504	-3326	-3397
A11	16	-5201	-4052	-3160	-3246
A12	16	-5440	-4174	-3207	-3341
B1	16	-5356	-4094	-1357	-2131
B2	16	-6227	-4385	2199	109
B3	16	-5470	-4061	-1107	-1864
B4	16	-5232	-3971	-2965	-3008
B5	16	-5420	-4137	-635	-1574
B6	16	-4930	-3660	3145	777
B7	16	-4593	-3478	-448	-1287
B8	16	-5427	-4228	-3334	-3457
B9	16	-4565	-3683	-2784	-2833
B10	16	-3669	-3003	-2286	-2371
B11	16	-3335	-3019	-2476	-2756
B12	16	-4595	-3733	-2825	-2762
C1	16	-4608	-3578	-1189	-1860
C2	16	-5100	-3767	171	-1056
C3	16	-4296	-3384	-912	-1544
C4	16	-5414	-4219	-3401	-3479
C5	16	-4156	-3186	-737	-1246
C6	16	-5673	-4297	-1746	-2450
C7	16	-5402	-4067	-1316	-2001
C8	16	-4862	-3940	-3096	-3301
C9	16	-4949	-3844	-2918	-2944
C10	16	-5175	-4023	-3159	-3222
C11	16	-4735	-3685	-2890	-2920
C12	16	-4010	-3307	-2617	-2656
D1	16	-4947	-3898	-2911	-3113
D2	16	-4196	-3338	-2368	-2492
D3	16	-5094	-3999	-3119	-3208
D4	16	-4221	-3471	-2690	-2861
D5	16	-4840	-3874	-3060	-3176
D6	16	-5117	-4064	-3208	-3318
D7	16	-3942	-3127	-2201	-2265
D8	16	1008	-183	-450	-1020
D9	16	-4582	-3647	-2843	-2886
D10	16	-4523	-3594	-2762	-2877
D11	16	-4587	-3619	-2810	-2849
D12	16	-3706	-3054	-2407	-2534
E1	16	-4645	-3574	-1087	-1797
E2	16	-5065	-3909	-1169	-1987
E3	16	-4531	-3463	-901	-1570
E4	16	-5033	-3999	-3059	-3184
E5	16	-2572	-2371	-27	-763
E6	16	-4336	-3339	-454	-1212
E7	16	-4847	-3728	-1128	-1810
E8	16	-4240	-3486	-2711	-2771
E9	16	-4359	-3366	-2530	-2546
E10	16	-2825	-2425	-1822	-1902
E11	16	-3486	-2933	-2370	-2561
E12	16	-4512	-3633	-2831	-2853
F1	16	-2983	-2240	1312	53
F2	16	-5235	-3739	3517	965
F3	16	-4881	-3793	-317	-1315
F4	16	-1512	-1184	-535	892
F5	16	-5322	-4084	-1326	-2056
F6	16	-4756	-3512	1447	-156
F7	16	-5048	-3856	-948	-1809
F8	16	522	-67	91	-52
F9	16	-4149	-3377	-2635	-2694
F10	16	-2453	-2223	-1672	-1657
F11	16	-4268	-3448	-2630	-2655
F12	16	-1720	-1662	-1298	-1440
G1	16	-4104	-3244	-948	-1648
G2	16	-4333	-3338	-308	-1370
G3	16	-4335	-3387	-738	-1364
G4	16	-5441	-4242	-3248	-3344
G5	16	-4618	-3549	-992	-1626
G6	16	-4370	-3302	261	-751
G7	16	-4637	-3558	-964	-1670
G8	16	-4916	-3950	-3114	-3293
G9	16	-6021	-4542	-3483	-3574
G10	16	-4902	-3783	-2857	-2951
G11	16	-5194	-3987	-3130	-3135
G12	16	-4629	-3671	-2839	-2921
H1	16	-2738	-2168	-1648	-1925
H2	16	-1361	-1316	-898	-1205
H3	16	-5235	-3992	-3072	-3116
H4	16	-4940	-3913	-3047	-3173
H5	16	4277	2838	2430	2139
H6	16	-3739	-3119	-2403	-2496
H7	16	-5094	-3915	-2962	-3017
H8	16	-4766	-3736	-2841	-2887
H9	16	-4308	-3452	-2644	-2719
H10	16	-4105	-3328	-2532	-2558
H11	16	-4730	-3751	-2921	-2679
H12	16	-2864	-2248	2204	821
A1	17	-4470	-3468	-1109	-1832
A2	17	-4744	-3627	-906	-1693
A3	17	-4357	-3375	-1180	-1545
A4	17	-5564	-4271	-3326	-3471
A5	17	-4712	-3640	-1168	-1819
A6	17	-4323	-3369	-670	-1393
A7	17	-3916	-3196	-746	-1262
A8	17	-3581	-3025	-2413	-2548
A9	17	-5357	-4119	-3098	-3105
A10	17	-5902	-4509	-3375	-3400
A11	17	-5209	-4065	-3139	-3217
A12	17	-5480	-4144	-3236	-3287
B1	17	-5339	-4088	-1364	-2146
B2	17	-6232	-4385	2211	127
B3	17	-5469	-4073	-1139	-1834
B4	17	-5241	-3965	-2936	-2978
B5	17	-5472	-4112	-615	-1565
B6	17	-4935	-3676	3134	791
B7	17	-4630	-3477	-448	-1264
B8	17	-5421	-4237	-3319	-3420
B9	17	-4557	-3635	-2759	-2829
B10	17	-3683	-3013	-2249	-2368
B11	17	-3325	-2947	-2474	-2714
B12	17	-4584	-3715	-2845	-2702
C1	17	-4574	-3532	-1194	-1819
C2	17	-5098	-3766	158	-1054
C3	17	-4303	-3370	-879	-1580
C4	17	-5398	-4214	-3357	-3458
C5	17	-4130	-3206	-723	-1278
C6	17	-5666	-4280	-1680	-2461
C7	17	-5413	-4045	-1308	-2002
C8	17	-4828	-3917	-3079	-3267
C9	17	-4909	-3805	-2897	-2897
C10	17	-5176	-4025	-3147	-3227
C11	17	-4758	-3663	-2907	-2935
C12	17	-4018	-3309	-2624	-2671
D1	17	-4938	-3874	-2947	-3112
D2	17	-4220	-3375	-2378	-2488
D3	17	-5089	-3991	-3122	-3216
D4	17	-4258	-3479	-2714	-2868
D5	17	-4847	-3887	-3041	-3171
D6	17	-5140	-4066	-3236	-3310
D7	17	-3939	-3119	-2238	-2314
D8	17	1038	-166	-429	-1023
D9	17	-4544	-3640	-2814	-2893
D10	17	-4510	-3605	-2767	-2868
D11	17	-4619	-3630	-2812	-2879
D12	17	-3680	-3074	-2424	-2507
E1	17	-4627	-3595	-1083	-1807
E2	17	-5132	-3938	-1202	-2039
E3	17	-4536	-3460	-919	-1595
E4	17	-5054	-3956	-3082	-3197
E5	17	-2591	-2350	-44	-745
E6	17	-4339	-3324	-392	-1204
E7	17	-4835	-3723	-1111	-1819
E8	17	-4180	-3452	-2701	-2749
E9	17	-4278	-3395	-2529	-2525
E10	17	-2837	-2423	-1841	-1899
E11	17	-3471	-3034	-2393	-2589
E12	17	-4518	-3595	-2836	-2932
F1	17	-3024	-2248	1279	60
F2	17	-5235	-3747	3547	990
F3	17	-4885	-3751	-302	-1320
F4	17	-1532	-1201	-535	913
F5	17	-5342	-4016	-1341	-2086
F6	17	-4809	-3510	1416	-102
F7	17	-4993	-3850	-931	-1776
F8	17	531	-105	97	-14
F9	17	-4181	-3394	-2621	-2679
F10	17	-2473	-2252	-1672	-1669
F11	17	-4297	-3404	-2641	-2671
F12	17	-1736	-1638	-1314	-1464
G1	17	-4056	-3239	-950	-1658
G2	17	-4284	-3334	-235	-1365
G3	17	-4325	-3368	-712	-1353
G4	17	-5397	-4208	-3233	-3324
G5	17	-4641	-3525	-969	-1636
G6	17	-4367	-3296	270	-739
G7	17	-4690	-3546	-1022	-1699
G8	17	-4934	-3917	-3130	-3227
G9	17	-6000	-4517	-3477	-3545
G10	17	-4896	-3785	-2888	-2951
G11	17	-5231	-4005	-3147	-3141
G12	17	-4620	-3678	-2876	-2919
H1	17	-2754	-2186	-1641	-1930
H2	17	-1345	-1296	-940	-1223
H3	17	-5226	-3992	-3078	-3103
H4	17	-4948	-3884	-3057	-3141
H5	17	4305	2909	2506	2109
H6	17	-3773	-3070	-2402	-2476
H7	17	-5115	-3969	-2959	-3012
H8	17	-4764	-3785	-2892	-2843
H9	17	-4296	-3452	-2633	-2692
H10	17	-4123	-3281	-2523	-2573
H11	17	-4729	-3736	-2915	-2672
H12	17	-2866	-2256	2222	788
A1	18	-4429	-3455	-1133	-1819
A2	18	-4722	-3626	-860	-1661
A3	18	-4373	-3358	-1154	-1585
A4	18	-5550	-4257	-3301	-3509
A5	18	-4719	-3647	-1186	-1841
A6	18	-4332	-3415	-691	-1330
A7	18	-3936	-3218	-761	-1267
A8	18	-3577	-3005	-2363	-2573
A9	18	-5391	-4126	-3126	-3096
A10	18	-5917	-4518	-3378	-3409
A11	18	-5193	-4006	-3151	-3221
A12	18	-5460	-4153	-3241	-3287
B1	18	-5351	-4067	-1365	-2154
B2	18	-6213	-4344	2217	129
B3	18	-5447	-4080	-1120	-1847
B4	18	-5233	-3959	-3000	-2980
B5	18	-5378	-4097	-614	-1566
B6	18	-4930	-3711	3224	794
B7	18	-4629	-3459	-446	-1294
B8	18	-5419	-4240	-3309	-3397
B9	18	-4558	-3665	-2761	-2852
B10	18	-3658	-2970	-2255	-2351
B11	18	-3330	-2948	-2434	-2705
B12	18	-4605	-3753	-2821	-2728
C1	18	-4564	-3527	-1173	-1826
C2	18	-5079	-3744	154	-1023
C3	18	-4345	-3388	-917	-1578
C4	18	-5390	-4232	-3339	-3417
C5	18	-4148	-3198	-716	-1227
C6	18	-5657	-4300	-1710	-2430
C7	18	-5383	-4044	-1338	-1990
C8	18	-4837	-3884	-3117	-3232
C9	18	-4936	-3810	-2863	-2898
C10	18	-5168	-3963	-3149	-3207
C11	18	-4691	-3673	-2882	-2912
C12	18	-3990	-3335	-2598	-2656
D1	18	-4922	-3856	-2886	-3095
D2	18	-4207	-3385	-2351	-2473
D3	18	-5075	-4015	-3133	-3207
D4	18	-4155	-3427	-2668	-2823
D5	18	-4858	-3879	-3049	-3190
D6	18	-5154	-4101	-3232	-3365
D7	18	-3951	-3131	-2187	-2309
D8	18	1043	-177	-430	-980
D9	18	-4552	-3610	-2795	-2867
D10	18	-4492	-3585	-2773	-2845
D11	18	-4592	-3639	-2804	-2855
D12	18	-3686	-3043	-2415	-2486
E1	18	-4620	-3582	-1076	-1770
E2	18	-5030	-3889	-1145	-1985
E3	18	-4506	-3463	-873	-1582
E4	18	-5048	-3971	-3076	-3139
E5	18	-2575	-2385	-21	-799
E6	18	-4338	-3302	-401	-1222
E7	18	-4833	-3742	-1147	-1817
E8	18	-4200	-3443	-2706	-2740
E9	18	-4336	-3385	-2505	-2521
E10	18	-2806	-2427	-1804	-1923
E11	18	-3490	-2949	-2369	-2570
E12	18	-4493	-3601	-2815	-2888
F1	18	-2990	-2273	1317	96
F2	18	-5182	-3673	3602	1054
F3	18	-4893	-3749	-243	-1270
F4	18	-1509	-1217	-514	877
F5	18	-5307	-4065	-1302	-2056
F6	18	-4749	-3546	1435	-133
F7	18	-5013	-3854	-946	-1776
F8	18	581	-77	103	-58
F9	18	-4189	-3384	-2597	-2656
F10	18	-2474	-2229	-1651	-1678
F11	18	-4273	-3402	-2605	-2649
F12	18	-1729	-1640	-1328	-1495
G1	18	-4101	-3242	-954	-1653
G2	18	-4312	-3290	-222	-1332
G3	18	-4318	-3360	-732	-1387
G4	18	-5414	-4231	-3255	-3334
G5	18	-4634	-3504	-1001	-1638
G6	18	-4386	-3333	308	-750
G7	18	-4613	-3549	-990	-1701
G8	18	-4926	-3929	-3120	-3233
G9	18	-5969	-4540	-3442	-3498
G10	18	-4864	-3785	-2875	-2929
G11	18	-5209	-4000	-3098	-3111
G12	18	-4628	-3653	-2881	-2923
H1	18	-2709	-2199	-1667	-1884
H2	18	-1333	-1302	-902	-1191
H3	18	-5229	-3997	-3066	-3072
H4	18	-4899	-3931	-3041	-3174
H5	18	4334	2849	2474	2109
H6	18	-3758	-3114	-2382	-2454
H7	18	-5064	-3894	-2937	-2983
H8	18	-4739	-3764	-2894	-2850
H9	18	-4276	-3428	-2594	-2717
H10	18	-4118	-3292	-2551	-2568
H11	18	-4723	-3724	-2890	-2659
H12	18	-2848	-2278	2224	789
A1	19	-4444	-3457	-1146	-1829
A2	19	-4710	-3611	-902	-1686
A3	19	-4334	-3384	-1148	-1572
A4	19	-5517	-4247	-3308	-3476
A5	19	-4757	-3708	-1147	-1829
A6	19	-4312	-3375	-668	-1343
A7	19	-3913	-3222	-772	-1219
A8	19	-3562	-3011	-2375	-2544
A9	19	-5365	-4062	-3115	-3125
A10	19	-5922	-4492	-3384	-3399
A11	19	-5194	-4024	-3165	-3214
A12	19	-5462	-4119	-3182	-3277
B1	19	-5325	-4069	-1346	-2138
B2	19	-6212	-4327	2186	128
B3	19	-5452	-4029	-1096	-1846
B4	19	-5191	-3961	-2993	-2962
B5	19	-5410	-4110	-615	-1569
B6	19	-4919	-3646	3182	813
B7	19	-4615	-3507	-425	-1264
B8	19	-5395	-4243	-3346	-3421
B9	19	-4516	-3658	-2753	-2805
B10	19	-3660	-2958	-2266	-2328
B11	19	-3337	-2937	-2461	-2738
B12	19	-4581	-3715	-2797	-2719
C1	19	-4628	-3550	-1231	-1902
C2	19	-5070	-3759	138	-1028
C3	19	-4371	-3367	-880	-1566
C4	19	-5390	-4221	-3331	-3434
C5	19	-4123	-3177	-736	-1226
C6	19	-5663	-4299	-1705	-2439
C7	19	-5414	-4019	-1303	-2006
C8	19	-4829	-3853	-3082	-3212
C9	19	-4923	-3801	-2889	-2931
C10	19	-5128	-3972	-3132	-3201
C11	19	-4708	-3688	-2882	-2892
C12	19	-3963	-3325	-2564	-2595
D1	19	-4996	-3882	-2918	-3090
D2	19	-4206	-3368	-2385	-2482
D3	19	-5064	-3976	-3118	-3189
D4	19	-4184	-3464	-2677	-2808
D5	19	-4869	-3880	-3067	-3152
D6	19	-5128	-4067	-3230	-3318
D7	19	-3917	-3084	-2196	-2244
D8	19	1045	-180	-401	-968
D9	19	-4555	-3622	-2778	-2900
D10	19	-4479	-3593	-2785	-2874
D11	19	-4661	-3612	-2835	-2903
D12	19	-3684	-3040	-2397	-2492
E1	19	-4642	-3565	-1058	-1771
E2	19	-5067	-3890	-1145	-1990
E3	19	-4509	-3432	-888	-1557
E4	19	-5022	-3952	-3031	-3164
E5	19	-2598	-2335	17	-767
E6	19	-4318	-3302	-391	-1148
E7	19	-4859	-3686	-1117	-1782
E8	19	-4185	-3449	-2681	-2789
E9	19	-4285	-3380	-2516	-2541
E10	19	-2809	-2424	-1804	-1903
E11	19	-3473	-2992	-2359	-2574
E12	19	-4511	-3585	-2837	-2934
F1	19	-2971	-2192	1346	121
F2	19	-5222	-3722	3678	1061
F3	19	-4830	-3714	-205	-1269
F4	19	-1536	-1226	-538	910
F5	19	-5311	-4011	-1285	-2065
F6	19	-4801	-3531	1413	-125
F7	19	-5034	-3840	-942	-1787
F8	19	504	-135	138	-50
F9	19	-4167	-3376	-2590	-2695
F10	19	-2447	-2177	-1659	-1650
F11	19	-4280	-3432	-2641	-2669
F12	19	-1702	-1638	-1300	-1458
G1	19	-4080	-3253	-940	-1621
G2	19	-4310	-3318	-218	-1340
G3	19	-4343	-3326	-740	-1385
G4	19	-5341	-4209	-3276	-3361
G5	19	-4645	-3521	-998	-1624
G6	19	-4366	-3315	303	-709
G7	19	-4648	-3550	-964	-1649
G8	19	-4924	-3937	-3090	-3244
G9	19	-5972	-4527	-3486	-3525
G10	19	-4855	-3752	-2863	-2929
G11	19	-5166	-3945	-3079	-3110
G12	19	-4638	-3650	-2865	-2913
H1	19	-2664	-2096	-1597	-1859
H2	19	-1345	-1315	-927	-1201
H3	19	-5189	-4006	-3061	-3106
H4	19	-4906	-3890	-3040	-3131
H5	19	4315	2839	2486	2124
H6	19	-3768	-3084	-2365	-2466
H7	19	-5059	-3933	-2956	-3006
H8	19	-4770	-3745	-2866	-2885
H9	19	-4291	-3436	-2643	-2723
H10	19	-4127	-3288	-2513	-2582
H11	19	-4730	-3722	-2926	-2695
H12	19	-2870	-2246	2229	789
A1	20	-4469	-3416	-1097	-1826
A2	20	-4721	-3594	-874	-1619
A3	20	-4329	-3356	-1107	-1535
A4	20	-5525	-4283	-3293	-3421
A5	20	-4694	-3692	-1143	-1787
A6	20	-4306	-3375	-688	-1336
A7	20	-3900	-3169	-768	-1227
A8	20	-3583	-3024	-2362	-2568
A9	20	-5365	-4102	-3092	-3103
A10	20	-5887	-4467	-3330	-3417
A11	20	-5163	-4038	-3141	-3206
A12	20	-5443	-4174	-3228	-3273
B1	20	-5370	-4087	-1350	-2135
B2	20	-6217	-4345	2274	169
B3	20	-5460	-4054	-1074	-1811
B4	20	-5183	-3937	-2986	-2935
B5	20	-5425	-4099	-571	-1540
B6	20	-4897	-3651	3199	810
B7	20	-4617	-3462	-430	-1277
B8	20	-5417	-4222	-3332	-3405
B9	20	-4510	-3644	-2732	-2799
B10	20	-3652	-2963	-2229	-2310
B11	20	-3318	-2936	-2467	-2705
B12	20	-4561	-3733	-2824	-2736
C1	20	-4572	-3531	-1212	-1828
C2	20	-5063	-3711	189	-987
C3	20	-4327	-3352	-906	-1557
C4	20	-5398	-4204	-3337	-3448
C5	20	-4158	-3187	-711	-1203
C6	20	-5670	-4327	-1702	-2442
C7	20	-5383	-4005	-1274	-1983
C8	20	-4855	-3878	-3117	-3200
C9	20	-4897	-3813	-2858	-2876
C10	20	-5126	-3959	-3123	-3192
C11	20	-4715	-3647	-2881	-2892
C12	20	-3952	-3288	-2653	-2631
D1	20	-4957	-3838	-2906	-3094
D2	20	-4185	-3301	-2336	-2472
D3	20	-5058	-3963	-3098	-3202
D4	20	-4187	-3442	-2681	-2817
D5	20	-4801	-3838	-3035	-3138
D6	20	-5119	-4061	-3222	-3315
D7	20	-3950	-3118	-2158	-2261
D8	20	1084	-172	-410	-965
D9	20	-4538	-3604	-2791	-2859
D10	20	-4483	-3562	-2751	-2830
D11	20	-4548	-3608	-2829	-2865
D12	20	-3691	-3067	-2369	-2464
E1	20	-4635	-3579	-1105	-1776
E2	20	-5063	-3833	-1144	-1981
E3	20	-4484	-3415	-861	-1564
E4	20	-4954	-3943	-3048	-3148
E5	20	-2563	-2344	15	-767
E6	20	-4338	-3289	-405	-1145
E7	20	-4813	-3677	-1121	-1766
E8	20	-4174	-3383	-2702	-2763
E9	20	-4254	-3368	-2515	-2482
E10	20	-2793	-2406	-1744	-1888
E11	20	-3489	-2922	-2388	-2553
E12	20	-4489	-3587	-2818	-2903
F1	20	-2972	-2196	1350	129
F2	20	-5192	-3728	3656	1059
F3	20	-4897	-3718	-251	-1285
F4	20	-1448	-1168	-507	938
F5	20	-5281	-4071	-1309	-2040
F6	20	-4777	-3526	1408	-137
F7	20	-4998	-3818	-903	-1771
F8	20	563	-74	109	-63
F9	20	-4140	-3361	-2569	-2642
F10	20	-2435	-2195	-1622	-1646
F11	20	-4239	-3384	-2616	-2621
F12	20	-1771	-1645	-1322	-1475
G1	20	-4066	-3225	-937	-1623
G2	20	-4321	-3292	-258	-1362
G3	20	-4293	-3396	-671	-1313
G4	20	-5367	-4179	-3247	-3327
G5	20	-4639	-3534	-975	-1596
G6	20	-4360	-3294	332	-706
G7	20	-4682	-3592	-1010	-1704
G8	20	-4901	-3902	-3101	-3224
G9	20	-5996	-4526	-3459	-3506
G10	20	-4829	-3772	-2869	-2971
G11	20	-5198	-4011	-3086	-3147
G12	20	-4643	-3616	-2849	-2912
H1	20	-2672	-2153	-1603	-1822
H2	20	-1293	-1250	-909	-1167
H3	20	-5213	-3981	-3043	-3107
H4	20	-4903	-3864	-3035	-3159
H5	20	4316	2863	2499	2099
H6	20	-3757	-3094	-2363	-2432
H7	20	-5067	-3895	-2954	-2972
H8	20	-4750	-3780	-2880	-2840
H9	20	-4294	-3417	-2596	-2677
H10	20	-4121	-3291	-2515	-2590
H11	20	-4700	-3700	-2874	-2665
H12	20	-2841	-2224	2249	852
A1	21	-4433	-3420	-1122	-1786
A2	21	-4776	-3589	-891	-1673
A3	21	-4352	-3367	-1142	-1594
A4	21	-5540	-4248	-3309	-3448
A5	21	-4693	-3693	-1141	-1808
A6	21	-4315	-3403	-685	-1345
A7	21	-3902	-3175	-746	-1244
A8	21	-3564	-2963	-2403	-2552
A9	21	-5338	-4083	-3076	-3128
A10	21	-5910	-4510	-3364	-3420
A11	21	-5177	-4042	-3161	-3224
A12	21	-5414	-4161	-3203	-3250
B1	21	-5347	-4072	-1343	-2151
B2	21	-6163	-4360	2236	144
B3	21	-5464	-4084	-1103	-1810
B4	21	-5213	-3996	-2948	-2984
B5	21	-5363	-4079	-597	-1535
B6	21	-4883	-3677	3214	822
B7	21	-4595	-3476	-434	-1285
B8	21	-5357	-4235	-3298	-3369
B9	21	-4540	-3645	-2771	-2813
B10	21	-3623	-3003	-2222	-2350
B11	21	-3318	-2923	-2454	-2711
B12	21	-4581	-3682	-2800	-2722
C1	21	-4601	-3543	-1169	-1827
C2	21	-5064	-3733	195	-1028
C3	21	-4387	-3368	-916	-1577
C4	21	-5400	-4217	-3322	-3454
C5	21	-4142	-3153	-736	-1231
C6	21	-5679	-4286	-1677	-2435
C7	21	-5398	-4001	-1269	-1958
C8	21	-4842	-3854	-3105	-3221
C9	21	-4867	-3784	-2880	-2894
C10	21	-5149	-3981	-3142	-3185
C11	21	-4664	-3649	-2913	-2863
C12	21	-3990	-3309	-2573	-2579
D1	21	-4935	-3864	-2899	-3067
D2	21	-4198	-3363	-2359	-2492
D3	21	-5046	-4007	-3101	-3221
D4	21	-4193	-3452	-2688	-2833
D5	21	-4773	-3852	-3053	-3142
D6	21	-5098	-4083	-3171	-3277
D7	21	-3874	-3108	-2205	-2240
D8	21	1106	-112	-438	-990
D9	21	-4536	-3584	-2784	-2847
D10	21	-4487	-3565	-2754	-2861
D11	21	-4599	-3582	-2792	-2867
D12	21	-3686	-3012	-2392	-2480
E1	21	-4607	-3568	-1066	-1776
E2	21	-5064	-3891	-1140	-1971
E3	21	-4484	-3424	-887	-1524
E4	21	-5020	-3935	-3037	-3170
E5	21	-2573	-2311	12	-723
E6	21	-4363	-3294	-376	-1162
E7	21	-4813	-3704	-1081	-1790
E8	21	-4191	-3415	-2678	-2719
E9	21	-4274	-3333	-2513	-2537
E10	21	-2822	-2384	-1774	-1885
E11	21	-3447	-2916	-2377	-2548
E12	21	-4515	-3569	-2803	-2872
F1	21	-2970	-2166	1377	145
F2	21	-5211	-3691	3620	993
F3	21	-4871	-3761	-219	-1267
F4	21	-1488	-1169	-492	942
F5	21	-5289	-4036	-1316	-2051
F6	21	-4759	-3541	1448	-121
F7	21	-5001	-3814	-901	-1760
F8	21	524	-84	117	-44
F9	21	-4104	-3332	-2589	-2603
F10	21	-2441	-2187	-1654	-1655
F11	21	-4252	-3385	-2591	-2656
F12	21	-1685	-1622	-1292	-1441
G1	21	-4097	-3208	-913	-1593
G2	21	-4309	-3296	-288	-1345
G3	21	-4361	-3405	-723	-1352
G4	21	-5381	-4224	-3276	-3311
G5	21	-4628	-3486	-967	-1611
G6	21	-4352	-3285	345	-689
G7	21	-4681	-3569	-1002	-1692
G8	21	-4937	-3940	-3099	-3240
G9	21	-5944	-4535	-3485	-3491
G10	21	-4882	-3770	-2855	-2920
G11	21	-5190	-3989	-3095	-3133
G12	21	-4619	-3636	-2853	-2879
H1	21	-2598	-2104	-1554	-1863
H2	21	-1286	-1259	-902	-1182
H3	21	-5191	-4004	-3079	-3117
H4	21	-4898	-3869	-3016	-3158
H5	21	4327	2887	2487	2153
H6	21	-3749	-3079	-2397	-2474
H7	21	-5055	-3882	-2957	-2980
H8	21	-4766	-3718	-2872	-2827
H9	21	-4263	-3377	-2641	-2691
H10	21	-4086	-3260	-2492	-2551
H11	21	-4704	-3704	-2878	-2673
H12	21	-2866	-2240	2241	817
A1	22	-4435	-3448	-1116	-1791
A2	22	-4734	-3620	-865	-1676
A3	22	-4317	-3370	-1131	-1567
A4	22	-5499	-4247	-3289	-3447
A5	22	-4698	-3679	-1157	-1811
A6	22	-4318	-3380	-675	-1331
A7	22	-3917	-3171	-739	-1231
A8	22	-3548	-3002	-2390	-2556
A9	22	-5371	-4095	-3080	-3095
A10	22	-5924	-4484	-3363	-3394
A11	22	-5209	-4004	-3145	-3225
A12	22	-5473	-4132	-3197	-3295
B1	22	-5355	-4081	-1328	-2108
B2	22	-6198	-4361	2268	144
B3	22	-5407	-3995	-1075	-1817
B4	22	-5207	-3960	-2955	-2948
B5	22	-5391	-4078	-561	-1508
B6	22	-4909	-3696	3194	837
B7	22	-4575	-3461	-377	-1264
B8	22	-5366	-4198	-3315	-3379
B9	22	-4526	-3651	-2756	-2792
B10	22	-3611	-2988	-2217	-2336
B11	22	-3381	-2918	-2487	-2719
B12	22	-4548	-3735	-2794	-2696
C1	22	-4588	-3520	-1159	-1843
C2	22	-5076	-3787	207	-1017
C3	22	-4340	-3329	-908	-1567
C4	22	-5354	-4175	-3352	-3450
C5	22	-4126	-3170	-734	-1195
C6	22	-5650	-4289	-1710	-2400
C7	22	-5338	-4015	-1247	-1929
C8	22	-4843	-3876	-3054	-3229
C9	22	-4916	-3775	-2873	-2871
